1727949601.5329556,run
1727949604.5309489,run
1727949605.2188892,run
1727949612.3049495,run
1727949613.7823403,run
1727949614.7114642,run
1727949615.5304468,run
1727949621.1680706,run
1727949626.6217957,run
1727949629.092591,run
1727949629.4527977,run
1727949636.4781685,run
1727949637.776202,run
1727949642.9752038,run
1727949643.470784,run
1727949645.9009914,run
1727949646.84053,run
1727949650.151978,run
1727949656.6938815,run
1727949660.3080776,run
1727949669.62059,run
1727949673.4471548,run
1727949676.232355,run
1727949676.8642862,run
1727949685.689231,run
1727949687.8699386,run
1727949688.0893972,run
1727949689.0161996,run
1727949697.0281177,run
1727949699.7148964,run
1727949700.519015,run
1727949702.2804515,run
1727949706.1424253,run
1727949708.0923493,run
1727949711.664735,run
1727949717.6566958,run
1727949718.0679224,run
1727949719.7389448,run
1727949721.338344,run
1727949726.4821427,run
1727949727.5983992,run
1727949732.4964359,run
1727949732.8518422,run
1727949740.5630336,run
1727949740.6427543,run
1727949743.3281982,run
1727949748.6777117,run
1727949748.700806,run
1727949749.5874498,run
1727949752.65869,run
1727949755.0789251,run
1727949758.205542,run
1727949758.8680608,run
1727949760.2786283,run
1727949764.368013,run
1727949766.182849,run
1727949766.447592,run
1727949772.9345078,run
1727949777.5447881,run
1727949778.1572523,run
1727949783.3675132,run
1727949784.6999266,run
1727949784.7429297,run
1727949784.7712388,run
1727949789.3143148,run
1727949789.8913164,run
1727949790.0195696,run
1727949790.900149,run
1727949794.2033553,run
1727949799.3383925,run
1727949799.5207827,run
1727949800.7274628,run
1727949802.8032548,run
1727949805.15829,run
1727949810.4279234,run
1727949816.281563,run
1727949816.6096725,run
1727949818.7307773,run
1727949820.7709603,run
1727949821.1373723,run
1727949828.6252444,run
1727949832.769342,run
1727949834.2691395,run
1727949838.214235,run
1727949843.590752,run
1727949845.29116,run
1727949845.666156,run
1727949846.3177876,run
1727949848.6407235,run
1727949854.0866446,run
1727949855.2984345,run
1727949857.6365309,run
1727949864.3641806,run
1727949865.3865657,run
1727949869.2085674,run
1727949870.9385655,run
1727949876.2816427,run
1727949878.9537618,run
1727949888.0399742,run
1727949890.3055518,run
1727949892.3934443,run
1727949899.8749409,run
1727949901.3611965,run
1727949903.9086938,run
1727949913.6892104,run
1727949921.3662384,run
1727949921.9050653,run
1727949922.948102,run
1727949924.2978852,run
1727949931.1769495,run
1727949931.3487399,run
1727949933.701541,run
1727949937.605382,run
1727949944.8200867,run
1727949949.9227664,run
1727949950.4571238,run
1727949951.1017308,run
1727949957.207815,run
1727949959.7394543,run
1727949964.0986795,run
1727949968.5457935,run
1727949973.264383,run
1727949975.345582,run
1727949977.8418734,run
1727949982.94509,run
1727949985.2114084,run
1727949988.3897095,run
1727949992.8462625,run
1727950000.3758218,run
1727950000.5075912,run
1727950001.279526,run
1727950003.9980578,run
1727950009.7799156,run
1727950011.796889,run
1727950013.474558,run
1727950013.9561136,run
1727950023.348556,run
1727950024.045401,run
1727950024.637251,run
1727950026.2467277,run
1727950033.9781673,run
1727950041.303388,run
1727950043.9652047,run
1727950044.8237646,run
1727950056.638843,run
1727950056.6648636,run
1727950056.9950075,run
1727950057.2744548,run
1727950065.3381865,run
1727950073.3185976,run
1727950074.0359318,run
1727950075.489687,run
1727950080.7179215,run
1727950082.9258063,run
1727950085.4532652,run
1727950085.6495132,run
1727950090.4568489,run
1727950094.8550203,run
1727950097.5879006,run
1727950105.4009554,run
1727950105.775311,run
1727950107.5307457,run
1727950109.6897862,run
1727950115.7975218,run
1727950119.8620174,run
1727950119.898984,run
1727950124.7098835,run
1727950129.7193487,run
1727950132.1813686,run
1727950138.7801323,run
1727950140.336927,run
1727950144.5189605,run
1727950145.3098176,run
1727950147.3731098,run
1727950154.843411,run
1727950155.7748585,run
1727950157.4689038,run
1727950164.497793,run
1727950171.008126,run
1727950174.3998146,run
1727950179.105759,run
1727950180.5098698,run
1727950184.8428903,run
1727950186.736987,run
1727950190.815283,run
1727950190.856804,run
1727950200.0672283,run
1727950200.1518004,run
1727950200.2159202,run
1727950201.6684165,run
1727950211.7835164,run
1727950215.6791863,run
1727950216.9096901,run
1727950220.5349386,run
1727950220.672718,run
1727950227.1395743,run
1727950233.7388241,run
1727950240.6465547,run
1727950242.984191,run
1727950244.512733,run
1727950253.4891274,run
1727950254.321169,run
1727950257.5318725,run
1727950257.9119282,run
1727950264.9497726,run
1727950268.4111352,run
1727950268.6232524,run
1727950272.6116812,run
1727950278.5295975,run
1727950282.3502283,run
1727950286.9778152,run
